14737
5870
12657
12897
19072
14821
10775
11373
10171
9770
6525
15604
9726
13512
10000
15409
22851
14119
16360
18464
11739
5445
12009
21328
23321
12140
22332
23791
33297
39345
8457
28619
23357
37638
19605
26036
23209
32439
98990
371478
